Budi Arie Ungkap Projo Dukung Ridwan Kamil di Pilgub Jakarta,"Jakarta - Ketum Pro Jokowi (Projo) Budi Arie Setiadi mengatakan pihaknya akan mendukung Ridwan Kamil (RK) di Pilgub DKI Jakarta 2024. Ia mengatakan akan mendukung sosok yang diusung oleh partai di Koalisi Indonesia Maju (KIM).Budi Arie mulanya menjawab peluang eks Gubernur DKI Jakarta Anies Baswedan yang dikabarkan akan maju kembali. Ia menyebut pihaknya akan mendukung calon yang lain.Ya itu hak Parpol dan Pak Anies untuk maju, tapi yang pasti kami akan mendukung calon yang lain. Udah gitu aja, ujar Budi Arie di Gedung DPR RI, Senayan, Jakarta, Senin (10/6/2024). Ridwan Kamil lah, sambung Budi saat ditanya sosok yang didukung.Pihaknya akan mendukung sosok yang diusulkan oleh KIM. Tak terbatas di Jakarta, Budi menegaskan jika dukungan RK untuk daerah mana pun.Pokoknya kita dukung semua yang didukung Pak Jokowi, Pak Prabowo, Mas Gibran, KIM pokonya kita dukung. Pokoknya Kang Ridwan Kamil kita dukung di mana pun, ujar dia. (dwr/azh)"
"PPK Ancam Saksi, MK Perintahkan 147 TPS di Kaltim Hitung Ulang Suara DPR","Jakarta - Mahkamah Konstitusi (MK) mengabulkan gugatan Partai Demokrat (PD) terkait adanya pengurangan dan penambahan suara DPR RI di daerah pemilihan (dapil) Kalimantan Timur (Kaltim). MK meminta KPU melakukan penghitungan ulang di 145 Kota Balikpapan dan 2 TPS di Kabupaten Penajam Paser Utara.Mengabulkan Permohonan Pemohon untuk sebagian, kata Ketua MK, Suhartoyo, membacakan putusan perkara 219-01-14-23/PHPU.DPR-DPRD-XXI|/2024 di gedung MK, Jakarta Pusat, Senin (10/6/2024).Menyatakan hasil perolehan suara partai politik dan calon anggota Dewan Perwakilan Rakyat Republik Indonesia sepanjang Daerah Pemilian Kalimantan Timur harus dilakukan penghitungan ulang surat suara, sambungnya. MK membatalkan Keputusan KPU Nomor 360 Tahun 2024 sepanjang perolehan suara DPR Dapil Kaltim. MK memberikan waktu 21 hari untuk dilakukan penghitungan ulang sejak putusan dibacakan.Dalam gugatannya, Demokrat mendalilkan adanya pengurangan suara sebanyak 185 dan penambahan suara PAN sebanyak 364 suara. Penambahan dan pengurangan itu terjadi di sejumlah TPS Dapil Kaltim.MK lalu melakukan uji petik terhadap dalil Pemohon. MK pun menemukan fakta adanya ketidakonsistenan perolehan suara Demokrat dan PAN.Dengan ketidakkonsistenan perolehan suara tersebut menyebabkan banyak terjadi selisih atau koreksi perolehan suara yang tidak dapat dijelaskan oleh Termohon berkenaan dengan perbedaan perolehan suara tersebut, kata Hakim Konstitusi, Arsul Sani.Dalam hal perubahan perolehan suara tersebut terjadi karena koreksi atau pembetulan yang dilakukan secara berjenjang, hal tersebut harus dapat dibuktikan telah dilakukan sesuai dengan proses yang ditentukan dalam peraturan perundang-undangan, sambungnya.Selain itu, MK juga menemukan fakta adanya ancaman kepada saksi mandat parpol oleh PPK. Di mana, ancaman itu meminta saksi untuk menandatangani hasil perolehan suara di sejumlah TPS.Bentuk ancaman, misalnya di tingkat PPK, jikalau saksi tidak menandatangani formulir, tidak akan diberikan Lampiran Formulir D Hasil sebagai bahan saksi partai politik untuk mengajukan keberatan. Dalam persidangan, perihal ancaman tersebut tidak dibantah secara tegas oleh Termohon, ujarnya.Selain itu, MK mendapatkan bukti terdapat putusan Bawaslu yang memberikan sanksi kepada sembilan PPK. Sanksi itu diberikan lantaran mereka terbukti secara sah dan meyakinkan melakukan perbuatan pelanggaran administrasi dalam rekapitulasi hasil penghitungan perolehan suara di kecamatan.Menurut Mahkamah memang telah terjadi permasalahan pada saat rekapitulasi penghitungan perolehan suara di TPS-TPS, kata Arsul.Fakta tersebut sekaligus menimbulkan keraguan perihal kebenaran perolehan suara pada masing-masing TPS dimaksud, sambungnya. (amw/rfs)"
KPU Ungkap Proses PKPU Pilkada Usai Putusan MA soal Usia Cagub-Cawagub,"Jakarta - Ketua KPU RI Hasyim Asyari mengatakan pihaknya tengah mengharmonisasi putusan Mahkamah Agung (MA) yang mengatur batas usia calon gubernur (cagub) dan calon wakil gubernur (cawagub) 30 tahun saat dilantik. Hasyim belum dapat memastikan apakah dampak putusan MA itu akan mengubah Peraturan KPU (PKPU) di Pilkada 2024.Ini masih diharmonisasi, kata Hasyim usai rapat bersama Komisi II DPR di gedung DPR, Senayan, Jakarta, Senin (10/6/2024).Hasyim mengatakan harmonisasi PKPU itu dilakukan KPU bersama Kementerian Hukum dan HAM (Kemenkumham) dan Kementerian Dalam Negeri (Kemendagri). Menurutnya, pembahasan PKPU itu belum ditargetkan apakah akan rampung sebelum tahapan pendaftaran cagub dan cawagub dilaksanakan. Sedang kita bahas ya. Iya, kan sedang dibahas dan harmonisasi dengan pemerintah, dalam hal ini Kementerian Hukum dan HAM, ujarnya.Ya sedang dibahas. Karena kalau harmonisasi kan ada pihak KPU sebagai pihak yang menyelenggarakan harmonisasi dan kemudian ada Kementerian Hukum dan HAM, ada Kementerian Dalam Negeri, ada Bawaslu. Jadi masih dibahas. Sudah dua kali harmonisasi tapi belum selesai, kata Hasyim.Hasyim menjelaskan salah satu hal yang membuat pembahasan PKPU itu belum kunjung rampung lantaran belum ada kepastian tanggal pelantikan cagub dan cawagub. Sebab, saat cagub-cawagub telah dilantik, Hasyim mengatakan prosesnya sudah bukan dalam ranah kewenangan KPU, melainkan presiden.Yang ada kepastiannya itu adalah ketika penetapan pasangan calon, 22 September 2024, itu kan jelas ada patokannya. Tapi kan kalau pelantikannya kapan kan KPU belum tahu, karena begitu sudah pelantikan sebetulnya ranahnya sudah bukan ranah KPU lagi, kata Hasyim.Untuk pilkada, itu KPU sampai dengan pada kegiatan penetapan calon terpilih. Setelah itu kan prosesnya disampaikan pada pemerintah pusat, seperti bupati, wali kota, atas nama presiden yang menerbitkan SK Mendagri. Nah untuk gubernur yang menerbitkan SK Presiden atau Keppres, kata Hasyim. (fca/maa)"
Bacalon Bupati Pandeglang Jalur Indie Aap-Qomar Penuhi Syarat Dukungan,"Pandeglang - Komisi Pemilihan Umum (KPU) Pandeglang telah menerima pengajuan perbaikan kesatu dokumen syarat dukungan untuk bakal pasangan calon perseorangan alias independen atawa indie di Pemilihan Bupati Pandeglang. KPU menyebut bakal pasangan calon perseorangan Aap Aptadi dan Nurul Qomar sudah memenuhi syarat minimal jumlah dukungan untuk maju di Pilbup.Setelah penyerahan kembali melalui silon kini pasangan Aap dan Nurul komar sudah memenuhi jumlah minimal dukungan, kata Ketua Divisi Teknis Penyelanggara Pemilu KPU Pandeglang, Restu Sugrining Umam, kepada wartawan, Senin (10/6/2024).Restu mengatakan sebelumnya, hasil verifikasi administrasi yang dilakukan KPU, pasangan Aap dan Qomar mengumpulkan KTP dukungan sebanyak 67.080. Hal itu tentu kurang di angka 74.710 minimal syarat dukungan. Kini menurutnya, setelah dilakukan perbaikan, kedua pasangan sudah memenuhi syarat. Kurang 7.630, hasil perbaikan 16.780 tersebar 30 kecamatan yang awal-nya 28 kecamatan, katanya.Ketua Divisi Teknis Penyelanggara Pemilu KPU Pandeglang, Restu Sugrining Umam. (Dok Aris Rivaldo/detikcom)Restu mengatakan KPU melakukan verifikasi administrasi kembali syarat dukungan perbaikan yang telah dilakukan. Menurutnya, jika verifikasi ditemukan ada kekurangan dari syarat dukungan, maka kedua pasangan tersebut tidak bisa mencalonkan diri sebagai bupati dan wakil bupati dari jalur perseorangan.Selanjutnya, sampai tanggal 18 Juni vermin, kalau lolos bisa mengikuti ketahapan verifikasi faktual, ketika memang tidak lolos keduanya dimungkinkan tidak bisa melanjutkan untuk mendaftarkan bakal calon bupati dan wakil bupati jalur perseorangan, pungkasnya.Simak juga Dinamika Nama Baru di Pilkada:[Gambas:Video 20detik] (dnu/dnu)"
MK Kabulkan Gugatan PDIP yang Bikin Suara Dihitung Ulang Saat Sidang,"Jakarta - Mahkamah Konstitusi (MK) mengabulkan gugatan PDIP terkait penambahan suara ke NasDem di Dapil Donggala 4, Sulawesi Tengah. MK meminta KPU untuk menetapkan perolehan suara yang benar untuk Pileg DPRD Donggala.Mengabulkan Permohonan Pemohon sepanjang berkenaan dengan perolehan suara calon anggota Dewan Perwakilan Rakyat Daerah Kabupaten Donggala Daerah Pemilihan Donggala 4 untuk perolehan suara di TPS 05 Desa Sioyong Kecamatan Dampelas, Kabupaten Donggala, Provinsi Sulawesi Tengah, kata Ketua MK Suhartoyo saat membacakan putusan pekara 170-01-03- 26/PHPU.DPR-DPRD-XXII/2024, di Gedung MK, Jakarta Pusat, Senin (10/6/2024).Menyatakan hasil perolehan suara calon anggota Dewan Perwakilan Rakyat Daerah Kabupaten Donggala Dapil Donggala 4 pada TPS 05 Desa Sioyong Kecamatan Dampelas Kabupaten Donggala harus ditetapkan berdasarkan hasil penghitungan ulang surat suara sah yang telah dilakukan dalam persidangan Mahkamah, sambungnya. Dalam pertimbangannya, MK menilai perolehan suara NasDem yang ditetapkan oleh KPU tidak sesuai. Hal itu diketahui usai MK meminta KPU menghitung ulang surat suara saat persidangan, Senin (3/6).Bahwa dalam persidangan tersebut, Termohon membuka kotak suara yang masih disegel dan menghitung ulang surat suara yang terdapat dalam kotak suara tersebut, dengan disaksikan pula oleh para pihak dan saksi yang telah hadir dalam persidangan yang terbuka untuk umum, kata Hakim Konstitusi Arief Hidayat.Setelah kotak suara dibuka dan dilakukan hitung ulang, terdapat perbedaan perolehan suara beberapa partai politik di TPS 05 Desa Sioyong, Donggala. Perolehan suara NasDem setelah dihitung ulang berjumlah 77, sedangkan dalam formulir D hasil sebesar 78 suara.Dengan adanya fakta tentang kesalahan penghitungan yang dilakukan oleh Termohon, maka menurut Mahkamah dalil Pemohon berkenaan dengan adanya penambahan suara sebanyak satu suara untuk Partai NasDem di TPS 05 Desa Sioyong Kecamatan Dampelas Kabupaten Donggala, adalah beralasan menurut hukum untuk sebagian, ujarnya.Perolehan suara PAN pun berbeda, di mana awalnya 18 suara menjadi 19 suara. Sedangkan, untuk perolehan suara PDIP tetap sebesar 13 suara.Mahkamah dalam amar putusan ini memerintahkan Termohon untuk menetapkan perolehan suara yang benar untuk pemilihan anggota DPRD Kabupaten Donggala Dapil Donggala 4 di TPS 05 Desa Sioyong Kecamatan Dampelas Kabupaten Donggala berdasarkan hasil penghitungan ulang surat suara yang telah dilakukan dalam persidangan Mahkamah, ujarnya.Sebelumnya, Hakim MK Arief Hidayat meminta KPU untuk melakukan penghitungan suara ulang. Hal itu untuk membuktikan ada atau tidaknya penambahan suara ke Partai NasDem di TPS 005 Desa Sioyong, Donggala, Sulawesi Tengah.Momen hitung ulang itu dilakukan KPU di depan para hakim konstitusi, dalam perkara Nomor 170-01-03-26/PHPU.DPR-DPRD-XXII/2024, di gedung MK, Jakarta Pusat, Senin (3/6/2024). Dalam gugatannya, PDIP selaku Pemohon menyampaikan adanya penambahan suara ke Partai NasDem di TPS 005, Desa Sioyong, Sulawesi Tengah.PDIP menyebut seharusnya NasDem mendapatkan 77 suara. Namun, dalam hasil kecamatan, suara NasDem bertambah menjadi 78.Kemudian, proses hitung ulang pun dimulai. KPU menyebutkan satu per satu suara sah partai politik. Setelahnya hitung ulang selesai, ditemukan jika suara PDIP sama dengan hasil sebelumnya yakni 13 suara. Sedangkan, untuk Partai NasDem, suara sah sebanyak 77.Jadi sudah clear ya pemohon, perolehan suara PDIP 13, itu yang semula 13, setelah dihitung MK itu 13, jadi perolehan surat suara waktu penghitungan suara di sana juga 13, NasDem yang semula 77, perolehan suara yang dihitung di MK juga 77, perolehan suara hasil hitung ulang di sana ternyata ditambah satu, jadi yang betul yang dihitung di sini ya, ujar Arief.Simak selengkapnya di halaman selanjutnya.Saksikan juga MK Perintahkan KPU Hitung Ulang Suara di Dapil Aceh 6 di 8 Kecamatan:[Gambas:Video 20detik] Halaman 1 2 Selanjutnya"
Gerindra Ungkap Prabowo-Gibran Bahas Pemerintahan hingga Orang-orangnya,"Jakarta - Ketua Harian Partai Gerindra Dasco mengungkap isi pembicaraan Presiden terpilih Prabowo Subianto dengan Wakil Presiden terpilih Gibran Rakabuming secara tertutup di Padepokan Garudayaksa, Hambalang, Bogor, Jawa Barat. Dasco menyebut salah satu yang dibicarakan terkait pihak-pihak yang akan membantu di dalam pemerintahan.Dasco awalnya menjelaskan bahwa Prabowo dan Gibran memang kerap bertemu. Hanya saja, kata dia, hanya beberapa momen yang kemudian diunggah oleh Prabowo di akun media sosialnya.Bahwa pertemuan Pak Prabowo dan Mas Gibran itu adalah pertemuan yang kerap terjadi, nampaknya juga Presiden dan Wakil Presiden terpilih tentunya akan sering-sering berkoordinasi, bahwa kemudian sesekali foto diunggah itu supaya orang tahu bahwa Presiden dan Wakil Presiden ini kerap kali berkoordinasi, kata Dasco saat dihubungi, Senin (10/6/2024). Dasco lantas menjelaskan isi pembicaraan keduanya. Dia menyebut Prabowo dan Gibran bicara terkait pemerintahan ke depan serta orang-orang yang akan membantu mereka.Nah apa apa yang dibicarakan? Tentunya mengenai segala hal yang harusnya dibicarakan oleh Presiden dan Wakil Presiden terpilih, tentang bagaimana ke depan menjalankan pemerintahan, bagaimana ke depan mengisi orang-orang yang ingin membantu mereka, bagaimana ke depan mensejahterakan rakyat, itu aja kira-kira pembicaraan yang ada, ucap Dasco.Ketua Harian Partai Gerindra Dasco Foto: (Dwi Rahmawati/detikcom)Wakil Ketua DPR RI ini menyebut Prabowo dan Gibran akan terus membicarakan terkait itu hingga nantinya dilantik. Dia menyebut pembicaraan itu lumrah dilakukan oleh Presiden dan Wakil Presiden terpilih jelang pelantikan.Itu pembicaraan-pembicaraan terus berlanjut sampai dengan mereka dilantik. Nah jadi kalau yang ada penasaran-pensaran tentunya ya ini adalah hal yang lumrah seharusnya dilakukan Presiden dan Wakil Presiden teprilih yang ada, ujarnya.Sebelumnya diberitakan, Prabowo Subianto ternyata sempat bertemu dengan Gibran Rakabuming secara tertutup. Isi obrolan itu masih menimbulkan tanda tanya.Pertemuan itu diunggah Prabowo di Instagram resminya, @prabowo, seperti dilihat detikcom, Sabtu (8/6). Keduanya bertemu di kediaman Prabowo bernama Padepokan Garudayaksa di Hambalang, Bogor, Jawa Barat.Dalam unggahan itu terlihat Prabowo dan Gibran duduk di suatu ruangan perpustakaan milik Prabowo. Mereka tampak berbicara empat mata. Terlihat juga Gibran yang duduk di hadapan Prabowo tersenyum.Sabtu sore di Padepokan Garudayaksa, kata Prabowo menjelaskan momen tersebut.Prabowo mengaku tengah bertukar pikiran dengan Gibran dalam obrolan itu. Dia pun menjamu Gibran dengan kopi khas Hambalang.Bertukar pikiran ditemani kopi Hambalang bersama wakil presiden terpilih @gibran_rakabuming, lanjut Prabowo.Simak Video Gerindra soal Pertemuan Prabowo-Gibran: Mungkin Bahas Formasi Kabinet:[Gambas:Video 20detik] (maa/gbr)"
"KPU: Realisasi Anggaran Pemungutan-Penghitungan Suara Pemilu 2024 Rp 1,7 T","Jakarta - Ketua KPU Hasyim Asyari memaparkan realisasi pelaksanaan anggaran tahun 2024, salah satunya tahapan pemungutan dan penghitungan suara. Hasyim membeberkan anggaran pemungutan dan penghitungan suara terealisasi mencapai Rp 1,7 triliun.Hal itu disampaikan dalam rapat pembahasan RAPBN TA 2025 KPU bersama Komisi II DPR di gedung DPR, Senayan, Jakarta, Senin (10/6/2024). Hasyim mengatakan realisasi anggaran pemungutan dan penghitungan suara sebesar 79,64%.Pemungutan dan penghitungan suara, pagu Rp 2.190.227.904.000, realisasi Rp 1.744.345.658.081, sisa Rp 445.880.600.919. Realisasi 79,64%, ujar Hasyim. Hasyim merincikan pada tiga tahapan, yakni penyiapan, pelaksanaan, dan evaluasi pemungutan dan penghitungan suara. Dia mengatakan anggaran penyiapan pemungutan dan penghitungan suara direalisasikan sebesar Rp 27 miliar.Penyiapan tahapan pemungutan dan penghitungan suara, pagu Rp 37.583.188.000, realisasi Rp 27.359.831.590, sisa Rp 10.223.356.410, kata Hasyim.Selanjutnya, Hasyim memaparkan anggaran pelaksanaan pemungutan dan penghitungan suara direalisasikan sebesar Rp 1 triliun. Sementara, anggaran evaluasi pemungutan dan penghitungan suara sebesar Rp 3 miliar.Pelaksanaan tahapan pemungutan dan penghitungan suara, pagu Rp 2.136.236.442.000, realisasi Rp 1.713.930.784.916, sisa Rp 422.305.657.084, kata Hasyim.Evaluasi pelaksanaan pemungutan dan penghitungan suara, pagu Rp 16.408.274.000, realisasi Rp 3.055.041.575, sisa Rp 13.351.587.425, lanjut dia.Simak juga Saat MK Perintahkan KPU Hitung Ulang Suara di Dapil Aceh 6 di 8 Kecamatan:[Gambas:Video 20detik] (fca/yld)"
"Mengintip Kandidat Jagoan PDIP di Pilgub Jakarta, Siapa Saja?","Jakarta - PDI Perjuangan dalam beberapa kesempatan sudah menyampaikan bursa calon gubernur (cagub) Jakarta untuk Pilkada 2024. Sejumlah sosok ternama pun mencuat jadi yang dijagokan PDIP untuk berkontestasi di Pilkada Jakarta.Yang paling baru diungkap PDIP yakni Seskab Pramono Anung. Pria lahiran 11 Juni 1963 ini disebut Sekjen PDIP Hasto Kristiyanto berpeluang diusung PDIP di Pilkada Jakarta.Selain itu, belakangan ramai diperbincangkan publik terkait sosok Anies Baswedan. Anies dipersepsikan akan bersama PDIP karena pernyataan menarik. Sosok lainnya yakni Basuki Tjahaja Purnama atau Ahok dan Djarot Syaiful Hidayat. Keduanya merupakan mantan gubernur DKI Jakarta.Berikut ini kandidat PDIP untuk Pilkada Jakarta 2024:Pramono AnungSekjen PDIP Hasto Kristiyanto mengungkap peluang Pramono Anung maju Pilkada Jakarta 2024. Dia berpendapat mantan sekjen PDIP itu mempunyai pengalaman yang luas.Suara-suara tentang calon pemimpin itu diperhatikan PDIP. Untuk Jakarta daerah yang sangat penting dan strategis, kami akan betul-betul melakukan kajian secara lengkap, termasuk usulan misalnya Pak Anies. Bahkan ada usulan kemarin Mas Pramono Anung, dengan pengalamannya yang sangat luas, kata Hasto kepada wartawan di FISIP UI Depok, Senin (3/6). Hasto menjawab pertanyaan bagaimana peluang menduetkan Anies Baswedan dan Basuki Tjahaja Purnama di Pilkada Jakarta 2024.AhokSosok lainnya yakni Politisi PDIP Basuki Tjahaja Purnama atau Ahok. Ahok ternyata juga masuk pertimbangan untuk Pilkada Jakarta 2024.Ketua DPP PDIP Eriko Sotarduga menyebut Ahok menjadi salah satu sosok yang dipertimbangkan PDIP. Dia menyebut Ahok dan Djarot mulai masuk perbincangan internal PDIP untuk maju di Pilkada Jakarta.Yang disampaikan Pak Sekjen ada 8 nama apakah mas Djarot termasuk 8 nama itu, kira-kira begitu kan, nah termasuk ini saya jawab saja. Tapi ini perbincangan kami, sekali lagi ini masih di dalam perbincangan kami, ada Mas Djarot ada Pak Ahok, kata Ketua DPP PDIP Eriko Sotarduga saat jumpa pers di DPP PDIP, Jalan Diponegoro, Menteng, Jakarta Pusat, Kamis (16/5).Baca berita lengkapnya di halaman berikutnya.Simak Video PKB soal Peluang Kerja Sama Usung Anies dari PDIP: Sangat Welcome: [Gambas:Video 20detik] Halaman 1 2 3 Selanjutnya"
Pendaftaran Pantarlih untuk Pilkada 2024: Jadwal hingga Syaratnya,"Jakarta - Pendaftaran seleksi anggota Pantarlih Pilkada 2024 segera dibuka. Berdasarkan Keputusan KPU, tahap pendaftaran akan dimulai tanggal 13 Juni 2024 mendatang. Masyarakat yang hendak mendaftar sesuai persyaratan yang telah ditetapkan.Sebagaimana termuat dalam Keputusan KPU Nomor 638 Tahun 2024 tentang Perubahan Kelima atas Keputusan KPU Nomor 476 Tahun 2022 tentang Pedoman Teknis Pembentukan Badan Adhoc Penyelenggara Pemilihan Umum dan Pemilihan Gubernur dan Wakil Gubernur, Bupati dan Wakil Bupati, dan Walikota dan Wakil Walikota.Pendaftarannya dilakukan secara online melalui situs resmi SIAKBA oleh KPU, dengan mengunggah seluruh kelengkapan dokumen persyaratan pendaftaran yang telah ditentukan. Untuk mengetahui lebih lanjut, simak informasi lengkapnya berikut ini: Syarat dan Cara Daftar Pantarlih Pilkada 2024Menurut Keputusan KPU Nomor 638 Tahun 2024, dokumen-dokumen yang menjadi persyaratan calon Pantarlih Pilkada 2024 adalah memenuhi kelengkapan yang terdiri dari:Surat pendaftaranDaftar riwayat hidupFotokopi kartu tanda penduduk elektronik (e-KTP)Fotokopi ijazah sekolah menengah atas (SMA)/sederajat atau ijazah terakhirPas fotoSurat pernyataanSurat keterangan.Kemudian seluruh dokumen tersebut dikonversi menjadi bentuk digital dengan cara dipindai atau difoto untuk diunggah ke situs SIAKBA dengan langkah-langkah berikut ini:Cara registrasi akun SIAKBA:Buka situs SIAKBA di https://siakba.kpu.go.id/Klik Login atau Buat Akun SIAKBA baruAtau langsung ke https://siakba.kpu.go.id/registerMasukan informasi data diri, berupa:- Nama Lengkap- Email- Jenis Nomor Identitas (KTP/No Paspor)- Nomor Induk Kependudukan (NIK KTP)- PasswordKlik Kirim dan tunggu verifikasi pendaftaranJika sudah, lakukan login atau masuk akun.Cara daftar anggota Pantarlih:Login/masuk akun SIAKBA (https://siakba.kpu.go.id/)Klik menu Daftar pada Dashboard/BerandaPilih jenis seleksi (Anggota KPU/Badan Adhoc)Pilih Badan Adhoc lalu klik posisi PantarlihKlik Pilih Seleksi lalu isi Biodata-Riwayat HidupUpload berkas-berkas persyaratan pendaftaranKlik Kirim maka data tersimpan dan proses selesai.Persyaratan Anggota Pantarlih di Pilkada 2024Warga negara Indonesia (WNI)Berusia paling rendah 17 tahunBerdomisili dalam wilayah kerjaMampu secara jasmani dan rohaniBerpendidikan rendah SMA/sederajatTidak menjadi anggota partai politik atau tidak lagi menjadi anggota partai politik (parpol) paling singkat 5 tahun.Jadwal Pembentukan Pantarlih di Pilkada 2024Pengumuman pendaftaran calon Pantarlih/PPDP: Tanggal 13 - 17 Juni 2024Penerimaan pendaftaran calon Pantarlih/PPDP: Tanggal 13 - 19 Juni 2024Penelitian administrasi calon Pantarlih/PPDP: Tanggal 14 - 20 Juni 2024Pengumuman hasil seleksi calon Pantarlih/PPDP: Tanggal 21 - 23 Juni 2024Penetapan nama hasil seleksi Pantarlih/PPDP: Tanggal 23 Juni 2024Pelantikan Pantarlih/PPDP: Tanggal 24 Juni 2024Masa kerja Pantarlih/PPDP: Tanggal 24 Juni - 25 Juli 2024.Simak juga Saat Anies: 5 Tahun Jakarta Tenang, Mudah-mudahan Ini Bisa Diteruskan:[Gambas:Video 20detik] (wia/imk)"
Tanda Tanya Isi Pertemuan Empat Mata Prabowo Gibran,"Jakarta - Presiden terpilih Prabowo Subianto ternyata sempat bertemu dengan wakil presiden terpilih Gibran Rakabuming secara tertutup. Isi obrolan itu masih menimbulkan tanda tanya.Pertemuan itu diunggah Prabowo di Instagram resminya, @prabowo, seperti dilihat detikcom, Sabtu (8/6/2024). Keduanya bertemu di kediaman Prabowo bernama Padepokan Garudayaksa di Hambalang, Bogor, Jawa Barat.Foto: Prabowo Subianto dan Gibran Rakabuming di Padepokan Garudayaksa, Hambalang, Jawa Barat. (Istimewa)Dalam unggahan itu terlihat Prabowo dan Gibran duduk di suatu ruangan perpustakaan milik Prabowo. Mereka tampak berbicara empat mata. Terlihat juga Gibran yang duduk di hadapan Prabowo tersenyum. Sabtu sore di Padepokan Garudayaksa, kata Prabowo menjelaskan momen tersebut.Prabowo mengaku tengah bertukar pikiran dengan Gibran dalam obrolan itu. Dia pun menjamu Gibran dengan kopi khas Hambalang.Bertukar pikiran ditemani kopi Hambalang bersama wakil presiden terpilih @gibran_rakabuming, lanjut Prabowo.Simak selengkapnya di halaman berikutnya.Saksikan Live DetikPagi: Saksikan Video Gerindra soal Pertemuan Prabowo-Gibran: Mungkin Bahas Formasi Kabinet:[Gambas:Video 20detik] Halaman 1 2 Selanjutnya"
